title,ref,abstract,tmp,type,date,country,checked
A newly described cutaneous reaction at sites of insulin pump use in a child with Type 1 diabetes.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33169884/),"
Continuous subcutaneous insulin infusion (CSII), or insulin pumps, with or without continuous glucose monitoring (CGM) devices have become the standard of care for patients with type 1 diabetes. While increasingly popular, a wide range of reported skin reactions to CSII and CGM devices was found. We present this case of a pyogenic granuloma-like neutrophilic and granulomatous response to an insulin pump to increase awareness of a previously uncharacterized cutaneous adverse reaction at insulin pump infusion sites.
© 2020 Wiley Periodicals LLC.
",Double click,ObservationalStudy,2020.0,United States,Done
Racial-Ethnic Disparities in Diabetes Technology Use Among Young Adults with Type 1 Diabetes.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33155826/),"

Background:
 Recent studies highlight racial-ethnic disparities in insulin pump and continuous glucose monitor (CGM) use in people with type 1 diabetes (T1D), but drivers of disparities remain poorly understood beyond socioeconomic status (SES). 
Methods:
 We recruited a diverse sample of young adults (YA) with T1D from six diabetes centers across the United States, enrolling equal numbers of non-Hispanic (NH) White, NH Black, and Hispanic YA. We used multivariate logistic regression to examine to what extent SES, demographics, health care factors (care setting, clinic attendance), and diabetes self-management (diabetes numeracy, self-monitoring of blood glucose, and Self-Care Inventory score) explained insulin pump and CGM use in each racial-ethnic group. 
Results:
 We recruited 300 YA with T1D, aged 18-28 years. Fifty-two percent were publicly insured, and the mean hemoglobin A1c was 9.5%. Large racial-ethnic disparities in insulin pump and CGM use existed: 72% and 71% for NH White, 40% and 37% for Hispanic, and 18% and 28% for NH Black, respectively. After multiple adjustment, insulin pump and CGM use remained disparate: 61% and 53% for NH White, 49% and 58% for Hispanic, and 20 and 31% for NH Black, respectively. 
Conclusions:
 Insulin pump and CGM use was the lowest in NH Black, intermediate in Hispanic, and highest in NH White YA with T1D. SES was not the sole driver of disparities nor did additional demographic, health care, or diabetes-specific factors fully explain disparities, especially between NH Black and White YA. Future work should examine how minority YA preferences, provider implicit bias, systemic racism, and mistrust of medical systems help to explain disparities in diabetes technology use.
",Double click,ObservationalStudy,2020.0,United States,Done
Youth and non-European ethnicity are associated with increased loss of publicly funded insulin pump access in New Zealand people with type 1 diabetes.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33131079/),"
Continuous subcutaneous insulin infusion (CSII) has been publicly funded in New Zealand for people living with type 1 diabetes since 2012. The aim of the current study was to investigate the loss of access, once obtained, to public-funded CSII. The frequency and socio-demographics of access, and loss, to CSII spanning the period 2012 to 2018 were examined.
Nationally held data collections including the New Zealand Virtual Diabetes Register were used to calculate the overall and subgroup proportions using and ceasing CSII. A logistic regression model was used to estimate odds ratios for pump use for the predictor variables (sex, age group, ethnicity and deprivation index) and to calculate odds ratios for pump cessation for the same demographic factors.
Once CSII access is obtained, approximately 4% per year cease CSII in a subsequent year. This cessation of publicly funded CSII was not distributed equally among the population, showing over-representation in youth (aged 10-29 years) and non-Europeans, in particular Māori and Pasifika. Compounding this, it remains less likely for people with diabetes to initially access publicly funded CSII in New Zealand if they are non-European and more socio-economically deprived.
In New Zealand, Māori and Pasifika, as well as youth, are over-represented in the cessation of CSII in comparison with Europeans and all other age groups. These groups are also less likely to gain initial access to public funding. Efforts to understand and reduce these disparities are needed, including review of current public funding access criteria.
© 2020 Diabetes UK.
",Double click,ObservationalStudy,2020.0,England,Done
Insulin Pump Therapy Improves Quality of Life of Young Patients With Type 1 Diabetes Enrolled in a Government-Funded Insulin Pump Program: A Qualitative Study.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33109446/),"
The Nova Scotia Insulin Pump Program (NSIPP) subsidizes the cost of insulin pump therapy for young patients (≤25 years) with type 1 diabetes. The first NSIPP evaluation focused on clinical outcomes rather than quality of life. Existing research on insulin pumps and quality of life is mostly survey based, with limited first-voice experiences. In this qualitative study, we examined patient and parent perspectives on how insulin pumps affect quality of life in the context of a government-funded program.
In this investigation, we used a phenomenological approach, guided by a conceptual model. In-depth semistructured telephone interviews (median, 37 minutes) were completed with NSIPP enrollees and/or their parents. Saturation was reached after 23 interviews. Verbatim transcripts were coded independently by 2 researchers. Coding discrepancies were discussed and resolved using concept mapping to clarify relationships between codes and to identify main themes.
There were 2 main themes: 1) NSIPP financial support was necessary for those without private insurance and 2) control over life and diabetes with subthemes of social experiences and worry. Participants expressed this theme differently depending on their stage of life. For example, some children experienced shame and even hid their pump, whereas teens were more self-confident with the discreetness of pumps and young adults wore their pump with pride.
Insulin pump therapy, subsidized through the NSIPP, led to improved quality of life, which was experienced differently depending on stage of life.
Copyright © 2020 Canadian Diabetes Association. Published by Elsevier Inc. All rights reserved.
",Double click,ObservationalStudy,2020.0,Canada,Done
Adjustment of Insulin Pump Settings in Type 1 Diabetes Management: Advisor Pro Device Compared to Physicians' Recommendations.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33100030/),"
To compare insulin dose adjustments made by physicians to those made by an artificial intelligence-based decision support system, the Advisor Pro, in people with type 1 diabetes (T1D) using an insulin pump and self-monitoring blood glucose (SMBG).
This was a multinational, non-interventional study surveying 17 physicians from 11 countries. Each physician was asked to provide insulin dose adjustments for the settings of the pump including basal rate, carbohydrate-to-insulin ratios (CRs), and correction factors (CFs) for 15 data sets of pumps and SMBG of people with T1D (mean age 18.4 ± 4.8 years; eight females; mean glycated hemoglobin 8.2% ± 1.4% [66 ± 11mmol/mol]). The recommendations were compared among the physicians and between the physicians and the Advisor Pro. The study endpoint was the percentage of comparison points for which there was an agreement on the direction of insulin dose adjustments.
The percentage (mean ± SD) of agreement among the physicians on the direction of insulin pump dose adjustments was 51.8% ± 9.2%, 54.2% ± 6.4%, and 49.8% ± 11.6% for the basal, CR, and CF, respectively. The automated recommendations of the Advisor Pro on the direction of insulin dose adjustments were comparable )49.5% ± 6.4%, 55.3% ± 8.7%, and 47.6% ± 14.4% for the basal rate, CR, and CF, respectively( and noninferior to those provided by physicians. The mean absolute difference in magnitude of change between physicians was 17.1% ± 13.1%, 14.6% ± 8.4%, and 23.9% ± 18.6% for the basal, CR, and CF, respectively, and comparable to the Advisor Pro 11.7% ± 9.7%, 10.1% ± 4.5%, and 25.5% ± 19.5%, respectively, significant for basal and CR.
Considerable differences in the recommendations for changes in insulin dosing were observed among physicians. Since automated recommendations by the Advisor Pro were similar to those given by physicians, it could be considered a useful tool to manage T1D.
",Double click,ObservationalStudy,2020.0,United States,Done
Timing of CGM initiation in pediatric diabetes: The CGM TIME Trial.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33098212/),"
To determine whether timing of CGM initiation offering low glucose suspend (LGS) affects CGM adherence in children and youth starting insulin pump therapy.
A 5-site RCT of pump-naïve subjects (aged 5-18 years) with type 1 diabetes (T1D) for at least 1 year compared simultaneous pump and CGM initiation offering LGS vs standard pump therapy with CGM initiation delayed for 6 months. Primary outcome was CGM adherence (hours per 28 days) (MiniMed™ Paradigm™ Veo™ system; CareLink Pro™ software) over 6 months after CGM initiation. Secondary outcome HbA1c was measured centrally. Linear mixed-models and ordinary least squares models were fitted to estimate effect of intervention, and covariates baseline age, T1D duration, HbA1c, gender, ethnicity, hypoglycemia history, clinical site, and association between CGM adherence and HbA1c.
The trial randomized 144/152 (95%) eligible subjects. Baseline mean age was 11.5 ± 3.3(SD) years, T1D duration 3.4 ± 3.1 years, and HbA1c 7.9 ± 0.9%. Six months after CGM initiation, adjusted mean difference in CGM adherence was 62.4 hours per 28 days greater in the Simultaneous Group compared to Delayed Group (P = .007). There was no difference in mean HbA1c at 6 months. However, for each 100 hours of CGM use per 28-day period, HbA1c was 0.39% (95% CI 0.10%-0.69%) lower. Higher CGM adherence was associated with reduced time with glucose >10 mmol/L (P < .001).
CGM adherence was higher after 6 months when initiated at same time as pump therapy compared to starting CGM 6 months after pump therapy. Greater CGM adherence was associated with improved HbA1c.
© 2020 The Authors. Pediatric Diabetes published by John Wiley & Sons Ltd.
",Double click,ObservationalStudy,2020.0,,Done
Quality of Life in Children With Diabetes Treated With Insulin Pump Compared With Multiple Daily Injections in Tertiary Care Center.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33088186/),"
Continuous Subcutaneous Insulin Infusion (CSII) and Multiple Daily Injections (MDI) have been widely used as options in treating diabetes in childhood. Glycemic control is important to reduce diabetes complications; however, more focus needs to be on patients' Quality of Life (QoL). Diabetes and QoL have strong associations in terms of patients' overall health including their psychology, physical well-being, compliance with medication. A previous systematic review stressed that strong evidence to deny or prove the benefits of insulin pump therapy on health-related quality of life is deficient. The aim of this study is to assess the health-related quality of life and the psychological impacts of children with diabetes who use CSII and MDI treatment.
A cross-sectional study included 68 pediatric patients with type 1 Diabetes (T1DM) who were treated in a tertiary center in Jeddah, Saudi Arabia. We used the Pediatric Quality of Life Inventory 3.0 Diabetes Module and this module assesses the health-related quality of life of children with diabetes.
Thirty-four (50%) participants found to be on MDI, of which 21 (61.8%) are males, compared to 34 (50%) patients using CSII, of which 12 (35.2%) are females. Participants using CSII had statistically significant better symptom control, less treatment difficulties but were more worrisome than MDI participants.
CSII group had better quality of life in almost all aspects even though they were more worrisome. Further studies with a larger sample size are needed to give comprehensive generalizations.
Â© The Author(s) 2020.
",Double click,ObservationalStudy,2020.0,United States,Done
"""Finding the Balance"": A Qualitative Study of the Experience of Nurses and Patients with Diabetes on an Insulin Pump in the Hospital.",[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33063643/),"
The purpose of this study was to explore experiences of hospitalized patients as they transition insulin pump self-management from home to hospital and the experience of nurses caring for them. Patients are often more knowledgeable about the pump than their nurses, which could lead to undiscovered challenges. Little is known about the hospital experience related to insulin pump therapy from nurses' and patients' perspectives.
A qualitative approach with interpretive descriptive design and purposive sampling was used. Eligible patients were ≥18 years of age, able to read and speak English, and admitted to non-ICU settings ≥20 hours. Eligible nurses cared for at least 1 patient using an insulin pump. Patients and nurses were interviewed separately. Interviews were audiotaped and transcribed verbatim. Data were analyzed using a constant comparative method. Coding was performed independently and jointly to reach consensus on emerging themes.
Hospitalized patients and nurses had an array of perceptions highlighting challenges and adaption to ""finding the balance"" in managing diabetes when patients wore their insulin pumps. There were 4 interrelated themes representing a continuum of trust to lack of trust, control versus lack of control, effective communication to limited communication, and staff knowledge to lack of knowledge.
Results of this study provide valuable insights into the challenges for both patients and nurses. A standardized approach to caring for this population is necessary. These findings can inform the development of nursing education programs and policies aimed at improving their experiences.
",Double click,ObservationalStudy,2020.0,United States,Done
"Six Months of Hybrid Closed-Loop Versus Manual Insulin Delivery With Fingerprick Blood Glucose Monitoring in Adults With Type 1 Diabetes: A Randomized, Controlled Trial.",[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33055139/),"
To investigate glycemic and psychosocial outcomes with hybrid closed-loop (HCL) versus user-determined insulin dosing with multiple daily injections (MDI) or insulin pump (i.e., standard therapy for most adults with type 1 diabetes).
Adults with type 1 diabetes using MDI or insulin pump without continuous glucose monitoring (CGM) were randomized to 26 weeks of HCL (Medtronic 670G) or continuation of current therapy. The primary outcome was masked CGM time in range (TIR; 70-180 mg/dL) during the final 3 weeks.
Participants were randomized to HCL (n = 61) or control (n = 59). Baseline mean (SD) age was 44.2 (11.7) years, HbA1c was 7.4% (0.9%) (57 [10] mmol/mol), 53% were women, and 51% used MDI. HCL TIR increased from (baseline) 55% (13%) to (26 weeks) 70% (10%) with the control group unchanged: (baseline) 55% (12%) and (26 weeks) 55% (13%) (difference 15% [95% CI 11, 19]; P < 0.0001). For HCL, HbA1c was lower (median [95% CI] difference -0.4% [-0.6, -0.2]; -4 mmol/mol [-7, -2]; P < 0.0001) and diabetes-specific positive well-being was higher (difference 1.2 [95% CI 0.4, 1.9]; P < 0.0048) without a deterioration in diabetes distress, perceived sleep quality, or cognition. Seventeen (9 device-related) versus 13 serious adverse events occurred in the HCL and control groups, respectively.
In adults with type 1 diabetes, 26 weeks of HCL improved TIR, HbA1c, and their sense of satisfaction from managing their diabetes compared with those continuing with user-determined insulin dosing and self-monitoring of blood glucose. For most people living with type 1 diabetes globally, this trial demonstrates that HCL is feasible, acceptable, and advantageous.
Â© 2020 by the American Diabetes Association.
",Double click,ObservationalStudy,2020.0,United States,Done
Safety and feasibility of the PEPPER adaptive bolus advisor and safety system; a randomized control study.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33048581/),"
<b>Background:</b> The Patient Empowerment through Predictive Personalised Decision Support (PEPPER) system provides personalised bolus advice for people with Type 1 diabetes. The system incorporates an adaptive insulin recommender system (based on case-based reasoning, an artificial intelligence methodology), coupled with a safety system which includes predictive glucose alerts and alarms, predictive low-glucose suspend, personalised carbohydrate recommendations and dynamic bolus insulin constraint. We evaluated the safety and feasibility of the PEPPER system compared to a standard bolus calculator. <b>Methods:</b> This was an open-labelled multicentre randomized controlled cross-over study. Following 4-week run-in, participants were randomized to PEPPER/Control or Control/PEPPER in a 1:1 ratio for 12-weeks. Participants then crossed over after a wash-out period. The primary end-point was percentage time in range (TIR, 3.9mmol/L-10.0mmol/L (70-180mg/dL)). Secondary outcomes included glycaemic variability, quality of life, and outcomes on the safety system and insulin recommender. <b>Results:</b> 54 participants on multiple daily injections (MDI) or insulin pump completed the run-in period, making up the intention-to-treat analysis. Median (interquartile range) age was 41.5 (32.3-49.8) years, diabetes duration 21.0 (11.5-26.0) years and HbA1c 61.0 (58.0-66.1) mmol/mol. No significant difference was observed for percentage TIR between the PEPPER and Control groups (62.5 (52.1-67.8) % vs 58.4 (49.6-64.3) % respectively, p=0.27). For quality of life, participants reported higher perceived hypoglycaemia with the PEPPER system despite no objective difference in time spent in hypoglycaemia. <b><b>Conclusions:</b></b> The PEPPER system was safe but did not change glycaemic outcomes, compared to control. There is wide scope for integrating PEPPER into routine diabetes management for pump and MDI users. Further studies are required to confirm overall effectiveness.
",Double click,ObservationalStudy,2020.0,United States,Done
"Revision of Alberta's Provincial Insulin Pump Therapy Criteria for Adults and Children With Type 1 Diabetes: Process, Rationale and Framework for Evaluation.",[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33046399/),"
Insulin pump therapy is a valuable, but costly approach, with public funding in Alberta for eligible individuals since 2013. The Provincial Insulin Pump Therapy Program Clinical Advisory Committee has revised and updated the clinical criteria, integrating current literature, best practice and feedback from clinicians. The objective was to develop criteria that would: 1) optimize safety and effectiveness of insulin pump therapy, while 2) carefully stewarding resources available to care for people with type 1 diabetes.
The Clinical Advisory Committee comprised health-care professionals with expertise in pump therapy and included adult and pediatric endocrinologists, an internist, a pediatrician, certified pump trainers, diabetes educators and clinic managers. The group meets regularly by teleconference. Decisions are made by consensus.
Indications for insulin pump therapy for adults and children with insulin-deficient diabetes were divided into 4 hierarchical levels: 1) problematic hypoglycemia, inability to achieve acceptable control or progressive complications; 2) unpredictable activity, dawn phenomenon or children for whom use of multiple daily injections is not appropriate; 3) individual preference and 4) clinical exception, with priority given to indications with clear evidence of benefit. The criteria emphasize the importance of: 1) adequate education in diabetes self-management; 2) adequate trial of flexible insulin therapy with modern analogues and 3) evidence of active, safe diabetes self-management. Tools to facilitate effective and efficient annual review and surveillance were developed incorporating biological, behavioural evaluation and self-reflection to provide a framework for program evaluation. The recommendations were implemented in January 2019.
The process and revised criteria may be valuable for jurisdictions considering how to develop and implement a publicly funded insulin pump program.
Copyright © 2020 Canadian Diabetes Association. Published by Elsevier Inc. All rights reserved.
",Double click,ObservationalStudy,2020.0,Canada,Not done
Glucose Control During Physical Activity and Exercise Using Closed Loop Technology in Adults and Adolescents with Type 1 Diabetes.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/33011134/),"
Guidelines for safe exercise strategies exist for both pediatric and adult patients living with type 1 diabetes. The management of type 1 diabetes during exercise is complex, but making insulin dosing adjustments in advance of activity can yield positive outcomes and reduce the likelihood of hypoglycemia. Closed loop (also known as automated insulin delivery) systems are able to partially automate insulin delivery and can assist in exercise and overall management of type 1 diabetes. Current exercise guidelines, however, focus primarily on management strategies for patients using multiple daily injections or open loop insulin pump therapy. Closed loop systems require strategic approaches to type 1 diabetes management, including appropriate timing and duration of exercise targets and carbohydrates around exercise that have yet to be standardized. This review aims to showcase how closed loop technology has evolved over the last decade and summarizes a number of closed loop and exercise studies both in free-living conditions and clinical trials. This review also highlights strategies and approaches for exercise and type 1 diabetes management using closed loop systems. Some differences in closed loop strategies for exercise include the importance of pump suspension if disconnecting during exercise, fewer grams of uncovered carbohydrates before exercise and these should be taken close to exercise onset to avoid a rise in automated insulin delivery. A primary goal for future closed loop systems is to detect exercise without user input, so that patients are not required to preset exercise targets well in advance of activity, as are the current recommendations.
Copyright © 2020 Canadian Diabetes Association. Published by Elsevier Inc. All rights reserved.
",Double click,ObservationalStudy,2020.0,Canada,Done
